image,black,blue,brown,green,red,white,dress,shirt,pants,shorts,shoes,color
./clothes_dataset\red_pants\18077e7ec4b68081292fb4d36686805848e6e51d.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\blue_shoes\8034367ca25919e1dd88d5e64417ae7e04d8bee9.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shoes\6928cc7ed6ade8752b1dc44183cc2e7599ebe1fe.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\green_shoes\fe87428a8c70b580a0ea3f2135411e38be7f4c66.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\green_shoes\1ffc67ad1c18e9ee14acf550d4553fc12d92aee8.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\white_shorts\de36d13ca0474ad557c6dca012ce2b848f1d7467.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\blue_shirt\b5ba035cde88c36c13a7515247e1a512fa09723e.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_pants\daeb6c157793ca651cbcb3c9d011003ba0e2d9cd.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\green_shoes\f5e67a7d88174f0535889c1bbf1695614740bc90.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\red_dress\873b6b5fbda008b8d363b923f218d5f3ee926037.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_shoes\a61a10a7700d56a37afb730c5ee2cb4dea4fe929.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\black_pants\448097a1094eb7a97465f6c5964ad919565c964d.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_pants\5b892ef1739f2cad89f99124ec04249a2bc39b6e.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\brown_pants\c546b98da9c3ac199a45d715838f14bf3682985a.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\black_shoes\014f9846bf5bb086dcf3bae17f893a86aae1f4be.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\brown_shoes\f2000face4f7919aa7f2bafe6f2e3e8d82a66736.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\white_pants\8886e1c0d8a04d907c1ff2edeaa41797e5289f81.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\brown_shoes\f4c28582ae170707946c70e7bf4734721cf3f15e.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\white_dress\0601468fc21744cab60e258a68d0281b5d4c0cee.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shoes\3cd1056705c2d5ca2371dde44d7b8b0be12b6115.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\blue_shorts\d78b0907cee63be4036a0c580c58004b548b770a.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\green_pants\f3c587828f5622b8c63f473be4fa914bf28559de.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\green_shoes\48af2b5985849623665c4b1d7d7f393e437cd54d.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\blue_pants\6a8c5c5733b21e91ee125e6a7dbb82cee52aedfc.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_pants\1d91cc2074628798bb562f86106ae718fe524ace.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\white_pants\91998ccc93ea2f6ebdbb2cb880578a17a35f40bd.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\white_dress\a886bf66be2124c33cbe22ca2373b5ee49f2c46a.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_dress\984e7cd0eef68538963c099960917a36b5e2a1c1.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_pants\8e27f2ba857b12f8cb143d00bef1380793a4a735.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shirt\04871af04818f9daf3c0de42cbc2ffc849e8a07d.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\blue_shoes\bf5274ab015d578477859d07604882d89351dc61.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\blue_dress\aeafd1e2e972960a30eefb2ba6db8d758568e373.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\black_dress\9108fbd65d1008f48edc34966e3ec8fae7a9f2d0.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\black_shoes\0026f4d7fa7ac4857893f5cafb4e2e48acd2d707.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\black_shoes\85b98cb01f1ca36689920ed79a5e21c88e2553f4.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_shoes\d4e4e1d25572824beb24fbed9fccf4b14030babd.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\white_dress\99c8d8bbb571b58c6fa94c8c2d0aaaf63b732489.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_pants\a0546b336fb866e0e0b002e64cd7c32a77e7f9ab.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_pants\a5e3742be1d1fa510506a754168206aea5203ea2.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\blue_shorts\8db9d4b79c89b396cee34b82c32b3e4b30961275.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\white_dress\c13cacf4354267cfc12ee15d5250e99dbe4e2253.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shoes\6eddd37a974d5005ced6b60a229c314cf2e9e21e.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\white_dress\bb8bc6bccb3a06d8bb5b1c66bc8baf8153c91239.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_shirt\c0cf1be823eddc9ac2a739134e32a9be40be96a1.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\white_shorts\d8fe819f56aee0ab5d4a6d78ce5ecf1c3adab35c.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\black_shorts\e9cb63feec0d04a5c49427b814e2b9fab68b7a0e.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\blue_shirt\e8b3fd5df1be62e5b3bad11e00c26e8ab793027c.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\red_shoes\09e2910ec5bb85d3f3bd041cce7bc95033c7f620.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\red_pants\5aa928157fcbc4e4688621d38bbebc681503eb8f.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\black_pants\5b083a2d8fd209c9684349433058a4449a88d3d3.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\white_shoes\a0b8193dfb5c1b0d88b90aa35298438874f3b59d.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_shoes\e79f3a2bbbb63f463b59d700892da810da1cfabf.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_shoes\054d4909e665cfae488e48258e04f7ef94f6ec43.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shorts\1e39b1c9f6c4bddf63717ac19bdbdc0608ea6986.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\red_dress\d3f7b6b1fc7a12cc3a382f7220575f717023f7fd.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_dress\70ad7d8ef6d6091155b69875377b24733b3fccb9.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_dress\ba8b88bfcccd3b831b87a6b3f15987b087464438.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\brown_shoes\67534e3d16b583cdcbc2fc30383d396ab83a4f63.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_dress\519b4f8d50500c2e032305892f05bea7ec5fdb80.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\red_dress\ea49182cd07f2abc7e7ad413ec0c40b2a841a7cc.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shirt\c51269282a36555b5333d7f2297beb73be9d1ebe.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_shorts\f6bc57e9ddfb19eee40a649752a9d48b31f3f8ad.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\brown_pants\f3c10f82003b0be6ba585357f78e1ee63d14532d.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\green_shoes\6ce15575bcfba53b17c37633daefbe3fca731c28.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\blue_pants\80ae4356d2df1c85d195467876541567104dc1ae.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\blue_shoes\6316dfc320ac42e82d16db92ff79a3b656e7baab.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\green_shorts\fc56336fc99d40dc82db6ca2fe28583d2b7bc269.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\blue_dress\85230a15345431c082823b1aa07de2c257a13c5c.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\green_shorts\9b8c06d601947725bc6d6cb628d309a5639f4879.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\black_dress\06677e9166ce249cbe6f7cbf6ea4fae6386a1c3e.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\black_dress\de5d2e908c7e6bdaa53210c92caced3bf3364c42.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\green_shoes\11153b902019ece3cbebfe8e21ae35b6408346e6.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\blue_dress\ef43f8c5c9e3313d40269bdcecbd84ec4f4206d3.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\green_pants\26ea98bcf98a70230ed9687ba350933a2039398a.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\black_dress\43288eaa69b7b538992e8101e8fa3d14eecdd9b0.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\blue_pants\3715553cbf53bd3efdd063928c64555e38a38067.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shorts\9037cb1a18fac43c3f6c59d5c2ed33234fbe4dd7.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\black_shorts\f78e868c812df394c799916abc965111008bf481.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\red_dress\962c284a0dfdf89e68684d55d1091795ecec8c2a.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\green_shoes\84a8a34eacce80d2c857566d4785a0e569d46d4b.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_pants\e364c65126cdd5308927009a1452a7aed2bbd364.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_pants\565b67158a42843207caf5b89ebd52100e72b1c7.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shirt\178a9cbcb6d13e3b062c81c708eed103f747951f.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shirt\603e4f49652f2ce859d60a110d28d3f9818ebc25.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\brown_pants\27db6305bc223268628744b2bf2c434442dd1f8b.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\green_shirt\4829da4df1c23969f79a715daff71ab056454694.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\green_shoes\3833b0cf39dd1127f1c9ceaf45ba26bb069b4b01.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_shirt\98cc4f0319c14e009c56b20bab3e8756db060e07.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shoes\c112dd3904224c5ec7d8fa0da0025101f8810148.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_dress\248336ba018bb551f8b46c8edc303f40e1d41e2b.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\white_shoes\4560551a1df1ddf1a16f12e275e24f72e35567eb.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\white_shorts\fb625925bc55cd5c0a147d8214b63d806ac7ecb1.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\red_pants\185bb443887718dc95eb60df2e292c0f058365ed.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\red_dress\899059eae6edce2339d8ef59cf62e82759f07ea8.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shirt\ad58f6996160b116f34b15570c9bd37e1f408380.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\green_shoes\f41f2d013ced520d943182923b3059cc31c8742c.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\red_shoes\45ec875d5586f85d89e77ab82503e5659d3372fb.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\red_shoes\29c07cb0502983944bcb3b881a08d580ce90b1fd.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_pants\57f0fe71e696f4ec33bc023fc7a83f99da3bd484.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_dress\7fab13dcd4287e44c510661eda50e6e2b8ae2e85.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_shoes\9884aa87ae38828370225607b96970a5e7b6299d.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_shoes\020f3b42539b1efa08ca77d0c7aaca5a3c464778.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\blue_shoes\f37ef278aaeb7ab3df1d0d21100ab5de95327b65.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\black_dress\c4026597a688e79b0712279b4b5589d26f770414.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\brown_shoes\47a59c3cb0192819a18d2f45606a238e5adfa998.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\red_shoes\c5e2037829c1c0545b0661ff74f599e11392ff51.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_pants\9b5ac8ce3de1d5219f493277a2a7388f6bbcc8d7.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_pants\0553218c16588820d70b382723c1a1461fe114c6.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\red_dress\a2cf994126702ed5afec5cb53a576a0e98a6d0b6.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shoes\7d569e36e0ac4821e47e5a840a4f9204f7a3bf47.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\green_pants\4aa2d6045e83b351d62c35f6391118733c580b84.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\black_shirt\99777f712b50f2ea8a33ac51b32efd79c88c15d1.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\brown_shorts\6277913bf920305ac76a45e76c635d5c29453c3e.jpg,0,0,1,0,0,0,0,0,0,1,0,2
./clothes_dataset\blue_shirt\8e7bf380ff8e595f5ded4020252a64e5a921e51d.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\green_shirt\17a8e1aa97a72687ae4ff4027b27bf8273e870f5.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\blue_shirt\cf39285bb9c7fd75472bf67cee99c74106056466.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\black_dress\c09f8aacdd1305118be752f3645dd98546a77238.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\blue_pants\a1e70f69e29a1abb21f677d0edc9ba9ea288ca6e.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_dress\121c63fea9574fe7ee9480d253473b48bf87851e.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_pants\ecb1655d804743480416852c323735023a1e9b94.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\brown_pants\b29f54994e74399870ad23f0f187f6bc64d02e79.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\white_dress\1b6c3d78e71e14d37fe69a4b2c0a5f3e41361278.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\red_dress\5f072d5cd1fcdea88a6c042206aa1a819e6de671.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\blue_shoes\57559f449de9070efe53c5da3c692c84eea7a297.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\green_pants\a823894164813057b323333d1e0a4653c5c54cf6.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\red_dress\8a0232c4b5f9a3224c070b32b52446c9cc1f679f.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_dress\c9cc5abb40dcd8e75d74349aa3472e7c2aacb234.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\blue_pants\836d7817949c85c86b64d642ccfeb9ee73fa2adb.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_dress\4d50114e638d52027d111e3d894c9b4c4221c174.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_dress\fb57ff2ff3b4619431d8b80ace66aa0225ce1096.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\black_shoes\ad6c937645e5f5f1368ff692f8d5adcab28c267f.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\red_dress\5ac1819208c42725a241460591512e78a33afe4f.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\brown_pants\8bfe941b6114fd1150a6ae1c6a12e94627a30201.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\blue_pants\74a54868c44234199a4d65d556c758d8cd8892f2.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\red_pants\9b1dfb55a19891563f6f3033d766b6483f3af1f9.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\blue_shirt\8726ad9749ede6b66042fec1ab615a834e701aa1.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_dress\c94da0ed6df92458e156465fc41f4135f8f2efbf.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\brown_shoes\3762df64de73b98c9690f096fe549d55940c6644.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\blue_shirt\0d8c58a4d3bf0e607998feeabc787d3eda0d5f54.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\green_shirt\86131e6a08efde502b4a55c0b5f5fb1f7ecabce7.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\black_shorts\6399007aedca0b1fbcb298efc9ddb3148b76d138.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\white_pants\d6b6653afe7069ad37c66ab3e48816db4fcff702.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\white_shoes\3501dd7b939aca6315b82dedfe5d4e3359f790f2.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_dress\a9bc946d7cbb7f6058d2224a02ceef0de123fc60.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\white_pants\1b27a45d30e36736e5a85add10a4d2d2f5dbf274.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\black_shoes\de2114beb803b7417aeb7b1c8a67f1a428679e59.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_shoes\06be9309ea63a4a6e19da8281b08875374f35022.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\green_shirt\108f737d1d2d349343125308a0da3666db4f9785.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\blue_shirt\663e5dab564a8103992563ea99e191fb5388f87c.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\blue_shorts\eb3024515a1170b7ed3b0ba3a7d05bd1819ae687.jpg,0,1,0,0,0,0,0,0,0,1,0,1
./clothes_dataset\white_shorts\10bb809caae47e847aafb6b17f16083bb5cada8d.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\green_shorts\98ae5d29e28032f84bb3df0077625f316cfe6e6c.jpg,0,0,0,1,0,0,0,0,0,1,0,3
./clothes_dataset\red_dress\dc2e37d79f0503147dd8e25c04a03d116e219958.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\red_pants\ac62efc245bdd612eae37d49e2557e64a976425d.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\white_dress\fe9c980d3f58b794aef767eb656f9676a1b62475.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shirt\b729956ab755b8e65ad888a7e78604cac3b77b00.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_pants\6ec35cfc2a72ebdeb6a12e91c2e471c9b75c0c9f.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\black_pants\c64667618bc65d362685a1049bf37eb496086dba.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\blue_pants\9912054ef8b129e608ca45328872118da2f72aff.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\white_pants\66da71317c44d8ee4b1bb6cb7a0b377a4fc7e0b5.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\black_shorts\6dc829242051cf84bfe94197db51dec7f4385666.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\black_shoes\66b02beb6b8a0534398a5ad5a4513b5911be5302.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\white_pants\655b2cc0378c4f4bc2e99409c16b1e4d25ebe8cb.jpg,0,0,0,0,0,1,0,0,1,0,0,5
./clothes_dataset\white_dress\63e6976636190c483038a51548feada9c66038fd.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\blue_shoes\8fe570f77d604fa1cd4aeb0e8668a0e33f6f163d.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\green_pants\be9886a7fd17693d0ae31a706d2fe24a4ccce61c.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\white_dress\30407553842f02c06e4440253bd12b2fc536d7fa.jpg,0,0,0,0,0,1,1,0,0,0,0,5
./clothes_dataset\black_pants\122c822727da4ca645c935c04c4112f6b0cdc667.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\brown_pants\d1825630d15b518e90ba7c4ae32de5b0fe793858.jpg,0,0,1,0,0,0,0,0,1,0,0,2
./clothes_dataset\black_dress\90552797efcc4fb96cc30ee7ddbd976ce828e279.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\blue_dress\90d9bb6925155e555ea89bb9c56b4ed50487b107.jpg,0,1,0,0,0,0,1,0,0,0,0,1
./clothes_dataset\blue_shoes\386d71148e26c27315ea5d7486c50f4a9a62ad32.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\red_shoes\6dc442916758ee91fa85b2faa3862af68f8aa5f4.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_dress\e6c7e77ca48e0fb4388d8db8fcd6c9d7ff4723a8.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\red_dress\e8dccf9164db4c5469b563a6a0fb3b995ca2459e.jpg,0,0,0,0,1,0,1,0,0,0,0,4
./clothes_dataset\brown_shoes\829f2b598d75d97ed1e866737fa683f35d688b4c.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\black_pants\2dc11dda69d6c5ad45cd9ed81035661a5a396894.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_shirt\a3db9fdededf09d3a8983646dc7542d7a1c36de8.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\black_shorts\87b4d69a5ced41c3e93c5a1d274f44b2b812e075.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\green_pants\ab234a4a0e0ba3e621f5b2748916aeaec415afd5.jpg,0,0,0,1,0,0,0,0,1,0,0,3
./clothes_dataset\black_pants\a1459073588fe9d4f0eaa93868f5a2ce5e376ff2.jpg,1,0,0,0,0,0,0,0,1,0,0,0
./clothes_dataset\black_dress\a4c0c597c361f4f048a5a3758f5c94410915de22.jpg,1,0,0,0,0,0,1,0,0,0,0,0
./clothes_dataset\green_shirt\595ec3e6866f0e0ce15bf775c1d864254cc837b9.jpg,0,0,0,1,0,0,0,1,0,0,0,3
./clothes_dataset\blue_pants\d7548b54dc495e5f78633f99e80261e586742c13.jpg,0,1,0,0,0,0,0,0,1,0,0,1
./clothes_dataset\black_shorts\e84344c0b59fe17ecbdcf5619a234f751faaf7b6.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\red_shoes\a6bbeec2117592a2e5f2c6fd64e7abfcbcef6f39.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\blue_shoes\fa058e5c48fc25ac358f132bfeb845809388bc25.jpg,0,1,0,0,0,0,0,0,0,0,1,1
./clothes_dataset\brown_shoes\8a0476fdf5aa576569501b8a9f96d3a358bef8e0.jpg,0,0,1,0,0,0,0,0,0,0,1,2
./clothes_dataset\white_shorts\2ace989900712e6dc688b47a85c97055362e09ac.jpg,0,0,0,0,0,1,0,0,0,1,0,5
./clothes_dataset\black_shirt\9623170ec4f55637d8b33fa8cf53a2f40f903317.jpg,1,0,0,0,0,0,0,1,0,0,0,0
./clothes_dataset\red_shoes\d0e604f8ac129743bd5f797ccd221e80a26fa7e8.jpg,0,0,0,0,1,0,0,0,0,0,1,4
./clothes_dataset\black_shoes\e7fe407966f8c761edca27fb0c5545697ea73a59.jpg,1,0,0,0,0,0,0,0,0,0,1,0
./clothes_dataset\blue_shirt\f0f8484469cf58c01bad50bb4029f28eca612de5.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\green_shoes\7a76911b07fb6ae29d621cd3dd7e1431a4c21c3a.jpg,0,0,0,1,0,0,0,0,0,0,1,3
./clothes_dataset\black_shorts\66769e3dcb1cefcc42ad3a32409db2eac199c307.jpg,1,0,0,0,0,0,0,0,0,1,0,0
./clothes_dataset\red_pants\8f4804708cde258876e660a11ce14090eef4a2fd.jpg,0,0,0,0,1,0,0,0,1,0,0,4
./clothes_dataset\blue_shirt\e5ddcaccc1799afca13511df2556fb2d75d0cf14.jpg,0,1,0,0,0,0,0,1,0,0,0,1
./clothes_dataset\white_shoes\f2347440ccfe1372fb547392e8bfda18c7c96a90.jpg,0,0,0,0,0,1,0,0,0,0,1,5
./clothes_dataset\red_dress\db36188f54ba91c9238a340889eaed88cc1841fa.jpg,0,0,0,0,1,0,1,0,0,0,0,4
